Rule: ('2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.502,lift: 1.105
Rule: ('', '8', 'complete', 'St') ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('otc alterations permit', 'complete', 'St') ==> ('', '8', '2.0')	 , confidence: 0.794,lift: 1.305
Rule: ('8', 'complete', 'St') ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.794,lift: 1.305
Rule: ('', 'otc alterations permit', 'complete', 'St') ==> ('8', '2.0')	 , confidence: 0.794,lift: 1.305
Rule: ('', '8', 'complete', 'St') ==> ('otc alterations permit', '2.0')	 , confidence: 0.794,lift: 1.305
Rule: ('otc alterations permit', '8', 'complete', 'St') ==> ('', '2.0')	 , confidence: 0.794,lift: 1.123
Rule: ('', 'otc alterations permit', '8', 'complete', 'St') ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('wood frame (5)',) ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('wood frame (5)',) ==> ('', '2.0')	 , confidence: 0.794,lift: 1.123
Rule: ('', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('wood frame (5)',) ==> ('5.0', '2.0')	 , confidence: 0.794,lift: 1.646
Rule: ('5.0', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('wood frame (5)',) ==> ('', '5.0', '2.0')	 , confidence: 0.794,lift: 1.646
Rule: ('', 'wood frame (5)') ==> ('5.0', '2.0')	 , confidence: 0.794,lift: 1.646
Rule: ('5.0', 'wood frame (5)') ==> ('', '2.0')	 , confidence: 0.794,lift: 1.123
Rule: ('', '5.0', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.794,lift: 1.123
Rule: ('5.0', '2.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('5.0', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('5.0', '2.0', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('', '5.0', '2.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('5.0', '2.0', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('5.0', '', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.804,lift: 1.563
Rule: ('5.0', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.804,lift: 1.000
Rule: ('5.0', '2.0', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.804,lift: 1.000
Rule: ('', '5.0', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.804,lift: 1.000
Rule: ('complete',) ==> ('2.0',)	 , confidence: 0.805,lift: 1.138
Rule: ('complete',) ==> ('', '2.0')	 , confidence: 0.805,lift: 1.138
Rule: ('', 'complete') ==> ('2.0',)	 , confidence: 0.805,lift: 1.138
Rule: ('complete', 'St') ==> ('2.0',)	 , confidence: 0.806,lift: 1.140
Rule: ('complete', 'St') ==> ('', '2.0')	 , confidence: 0.806,lift: 1.140
Rule: ('', 'complete', 'St') ==> ('2.0',)	 , confidence: 0.806,lift: 1.140
Rule: ('5.0',) ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0',) ==> ('8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0', '') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0',) ==> ('8', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0',) ==> ('', '8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('', '5.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.588
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.817,lift: 1.000
Rule: ('5.0', '') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.817,lift: 1.000
Rule: ('2.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.820,lift: 0.912
Rule: ('2.0', '3.0') ==> ('8',)	 , confidence: 0.820,lift: 0.912
Rule: ('2.0', '3.0') ==> ('', '8')	 , confidence: 0.820,lift: 0.912
Rule: ('', '2.0', '3.0') ==> ('8',)	 , confidence: 0.820,lift: 0.912
Rule: ('2.0', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 0.820,lift: 0.912
Rule: ('', '2.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.820,lift: 0.912
Rule: ('2.0', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.820,lift: 1.000
Rule: ('2.0', '3.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.820,lift: 0.912
Rule: ('', '2.0', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.820,lift: 1.000
Rule: ('5.0', '2.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('5.0', '2.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('5.0', '2.0') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('', '5.0', '2.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('5.0', '2.0') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('5.0', '', '2.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.821,lift: 1.596
Rule: ('5.0', '2.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.821,lift: 1.000
Rule: ('5.0', '2.0') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.821,lift: 1.000
Rule: ('', '5.0', '2.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.821,lift: 1.000
Rule: ('5.0', '3.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('5.0', '3.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('5.0', '3.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.827,lift: 1.000
Rule: ('5.0', '3.0') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('5.0', '', '3.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('5.0', '3.0') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('', '5.0', '3.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.827,lift: 1.607
Rule: ('5.0', '3.0') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.827,lift: 1.000
Rule: ('5.0', '', '3.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.827,lift: 1.000
Rule: ('5.0', '2.0', 'St') ==> ('8',)	 , confidence: 0.849,lift: 0.944
Rule: ('5.0', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.849,lift: 0.944
Rule: ('5.0', '2.0', 'St') ==> ('', '8')	 , confidence: 0.849,lift: 0.944
Rule: ('', '5.0', '2.0', 'St') ==> ('8',)	 , confidence: 0.849,lift: 0.944
Rule: ('5.0', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.849,lift: 1.000
Rule: ('5.0', '2.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.849,lift: 0.944
Rule: ('', '5.0', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.849,lift: 0.944
Rule: ('5.0', '2.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.849,lift: 0.944
Rule: ('', '5.0', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.849,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.850,lift: 0.946
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.850,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.850,lift: 0.946
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '5.0', '8')	 , confidence: 0.850,lift: 1.523
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.850,lift: 0.946
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.850,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.850,lift: 0.946
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.850,lift: 0.946
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.850,lift: 0.946
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.850,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.850,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '5.0', '8', 'otc alterations permit')	 , confidence: 0.850,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.850,lift: 1.523
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.850,lift: 0.946
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.850,lift: 1.000
Rule: ('5.0', '2.0') ==> ('otc alterations permit',)	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '2.0') ==> ('8',)	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '2.0') ==> ('', 'otc alterations permit')	 , confidence: 0.855,lift: 0.951
Rule: ('', '5.0', '2.0') ==> ('otc alterations permit',)	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '2.0') ==> ('', '8')	 , confidence: 0.855,lift: 0.951
Rule: ('', '5.0', '2.0') ==> ('8',)	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '2.0') ==> ('8', 'otc alterations permit')	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '2.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.855,lift: 0.951
Rule: ('5.0', '', '2.0') ==> ('otc alterations permit', '8')	 , confidence: 0.855,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.857,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 0.857,lift: 0.953
Rule: ('', '2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 0.857,lift: 0.953
Rule: ('', '2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('', '5.0', '8')	 , confidence: 0.857,lift: 1.535
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 0.857,lift: 0.953
Rule: ('', '5.0', '2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.857,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 0.857,lift: 0.953
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '', '2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.857,lift: 0.953
Rule: ('2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.857,lift: 0.953
Rule: ('', '2.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.857,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.857,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('', '5.0', '8', 'otc alterations permit')	 , confidence: 0.857,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.857,lift: 1.535
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.857,lift: 0.953
Rule: ('', '5.0', '2.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.857,lift: 1.000
Rule: ('2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0', 'St') ==> ('8',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0', 'St') ==> ('', '8')	 , confidence: 0.860,lift: 0.957
Rule: ('', '2.0', 'St') ==> ('8',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.860,lift: 0.957
Rule: ('', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0', 'St') ==> ('8', 'otc alterations permit')	 , confidence: 0.860,lift: 0.957
Rule: ('2.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.860,lift: 0.957
Rule: ('', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.860,lift: 1.000
Rule: ('2.0',) ==> ('otc alterations permit',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0',) ==> ('8',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.860,lift: 0.957
Rule: ('', '2.0') ==> ('otc alterations permit',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0',) ==> ('8', 'otc alterations permit')	 , confidence: 0.860,lift: 0.957
Rule: ('2.0',) ==> ('', '8')	 , confidence: 0.860,lift: 0.957
Rule: ('', '2.0') ==> ('8',)	 , confidence: 0.860,lift: 0.957
Rule: ('2.0',) ==> ('', '8', 'otc alterations permit')	 , confidence: 0.860,lift: 1.000
Rule: ('', '2.0') ==> ('8', 'otc alterations permit')	 , confidence: 0.860,lift: 0.957
Rule: ('1 family dwelling',) ==> ('2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('1 family dwelling',) ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('', '1 family dwelling') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('1 family dwelling',) ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('1 family dwelling',) ==> ('', '5.0', '2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('', '1 family dwelling') ==> ('5.0', '2.0', 'wood frame (5)')	 , confidence: 0.862,lift: 1.865
Rule: ('5.0', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 0.863,lift: 0.959
Rule: ('', '5.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '3.0') ==> ('', '8')	 , confidence: 0.863,lift: 0.959
Rule: ('', '5.0', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '3.0') ==> ('8', 'otc alterations permit')	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '3.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.863,lift: 0.959
Rule: ('5.0', '', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.863,lift: 1.000
Rule: ('1 family dwelling',) ==> ('5.0', '2.0')	 , confidence: 0.863,lift: 1.789
Rule: ('1 family dwelling',) ==> ('', '5.0', '2.0')	 , confidence: 0.863,lift: 1.789
Rule: ('', '1 family dwelling') ==> ('5.0', '2.0')	 , confidence: 0.863,lift: 1.789
Rule: ('wood frame (5)', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('8', 'otc alterations permit')	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('', '8')	 , confidence: 0.863,lift: 0.960
Rule: ('', 'wood frame (5)', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 0.863,lift: 0.960
Rule: ('', 'wood frame (5)', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('5.0', '8')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.863,lift: 1.000
Rule: ('wood frame (5)', '3.0') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.863,lift: 1.000
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 0.863,lift: 0.960
Rule: ('', 'wood frame (5)', '3.0') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', '', 'wood frame (5)', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.863,lift: 0.960
Rule: ('', 'wood frame (5)', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.863,lift: 1.000
Rule: ('wood frame (5)', '3.0') ==> ('', '5.0', '8')	 , confidence: 0.863,lift: 1.546
Rule: ('', 'wood frame (5)', '3.0') ==> ('5.0', '8')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('', '8')	 , confidence: 0.863,lift: 0.960
Rule: ('', '5.0', 'wood frame (5)', '3.0') ==> ('8',)	 , confidence: 0.863,lift: 0.960
Rule: ('wood frame (5)', '3.0') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.863,lift: 0.960
Rule: ('', 'wood frame (5)', '3.0') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.863,lift: 1.546
Rule: ('5.0', '', 'wood frame (5)', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.863,lift: 1.000
Rule: ('1 family dwelling',) ==> ('2.0',)	 , confidence: 0.867,lift: 1.226
Rule: ('1 family dwelling',) ==> ('', '2.0')	 , confidence: 0.867,lift: 1.226
Rule: ('', '1 family dwelling') ==> ('2.0',)	 , confidence: 0.867,lift: 1.226
Rule: ('5.0', '1 family dwelling') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.869,lift: 1.880
Rule: ('5.0', '1 family dwelling') ==> ('', '2.0', 'wood frame (5)')	 , confidence: 0.869,lift: 1.880
Rule: ('', '5.0', '1 family dwelling') ==> ('2.0', 'wood frame (5)')	 , confidence: 0.869,lift: 1.880
Rule: ('1 family dwelling', '5.0') ==> ('2.0',)	 , confidence: 0.869,lift: 1.230
Rule: ('5.0', '1 family dwelling') ==> ('', '2.0')	 , confidence: 0.869,lift: 1.230
Rule: ('', '5.0', '1 family dwelling') ==> ('2.0',)	 , confidence: 0.869,lift: 1.230
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.870,lift: 1.230
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('', '2.0')	 , confidence: 0.870,lift: 1.230
Rule: ('', '1 family dwelling', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.870,lift: 1.230
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('5.0', '2.0')	 , confidence: 0.870,lift: 1.803
Rule: ('5.0', '1 family dwelling', 'wood frame (5)') ==> ('2.0',)	 , confidence: 0.870,lift: 1.230
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('', '5.0', '2.0')	 , confidence: 0.870,lift: 1.803
Rule: ('', '1 family dwelling', 'wood frame (5)') ==> ('5.0', '2.0')	 , confidence: 0.870,lift: 1.803
Rule: ('5.0', '1 family dwelling', 'wood frame (5)') ==> ('', '2.0')	 , confidence: 0.870,lift: 1.230
Rule: ('', '5.0', 'wood frame (5)', '1 family dwelling') ==> ('2.0',)	 , confidence: 0.870,lift: 1.230
Rule: ('3.0',) ==> ('otc alterations permit',)	 , confidence: 0.874,lift: 0.972
Rule: ('3.0',) ==> ('8',)	 , confidence: 0.874,lift: 0.972
Rule: ('3.0',) ==> ('', '8')	 , confidence: 0.874,lift: 0.972
Rule: ('', '3.0') ==> ('8',)	 , confidence: 0.874,lift: 0.972
Rule: ('3.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.874,lift: 0.972
Rule: ('', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.874,lift: 0.972
Rule: ('3.0',) ==> ('otc alterations permit', '8')	 , confidence: 0.874,lift: 1.000
Rule: ('3.0',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.874,lift: 0.972
Rule: ('', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.874,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('8', 'otc alterations permit')	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.879,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('', '5.0', '8')	 , confidence: 0.879,lift: 1.575
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.879,lift: 0.978
Rule: ('', '5.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.879,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.879,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', '', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.879,lift: 1.575
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 1.575
